# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA	ALIGNMENT
1644	*flextanan	vlechten	Dutch	451	v l ɛ x t ə	vlɛxtə	v l ɛ x t ə -
#
1409	*flōduz	*flōduz	Proto-Germanic	386	f l oː d	floːduz	f l oː d
1410	*flōduz	Flut	German	386	f l uː t	fluːt	f l uː t
1411	*flōduz	flood	English	386	f l ʌ d	flʌd	f l ʌ d
1412	*flōduz	vloed	Dutch	386	v l uː t	vluːt	v l uː t
#
923	*freusanan	*freusanan	Proto-Germanic	254	f r eu s a n	freusanan	f r eu s a n
924	*freusanan	frieren	German	254	f r iː r ə n	friːrən	f r iː r ə n
925	*freusanan	freeze	English	254	f r iː z	friːz	f r iː z - -
926	*freusanan	vriezen	Dutch	254	v r iː z ə	vriːzə	v r iː z ə -
#
1689	*frijōndz	*frijōndz	Proto-Germanic	463	f r i j oː n d z	frijoːndz	f r i j oː n d z
1690	*frijōndz	Freund	German	463	f r ɔy n t	frɔynt	f r ɔy - - n t -
1691	*frijōndz	friend	English	463	f r ɛ n d	frɛnd	f r ɛ - - n d -
1692	*frijōndz	vriend	Dutch	463	v r iː n t	vriːnt	v r iː - - n t -
#
1831	*fuglaz	*fuglaz	Proto-Germanic	502	f u g l	fuglaz	f u g - l
1832	*fuglaz	Vogel	German	502	f oː ɡ ə l	foːɡəl	f oː ɡ ə l
1833	*fuglaz	fowl	English	502	f aʊ l	faʊl	f aʊ - - l
1834	*fuglaz	vogel	Dutch	502	v oː ɣ ə l	voːɣəl	v oː ɣ ə l
#
1884	*fulgēnan	*fulgēnan	Proto-Germanic	517	f u l g eː n	fulgeːnan	f u l g eː n
1885	*fulgēnan	folgen	German	517	f ɔ l ɡ ə n	fɔlɡən	f ɔ l ɡ ə n
1886	*fulgēnan	follow	English	517	f ɔ l əʊ	fɔləʊ	f ɔ l - əʊ -
1887	*fulgēnan	volgen	Dutch	517	v ɔ l ɣ ə	vɔlɣə	v ɔ l ɣ ə -
#
776	*fulkan	*fulkan	Proto-Germanic	213	f u l k	fulkan	f u l k
777	*fulkan	Volk	German	213	f ɔ l k	fɔlk	f ɔ l k
778	*fulkan	folk	English	213	f əʊ k	fəʊk	f əʊ - k
779	*fulkan	volk	Dutch	213	v ɔ l k	vɔlk	v ɔ l k
#
1447	*fulōn	*fulōn	Proto-Germanic	396	f u l oː n	fuloːn	f u l oː n
1448	*fulōn	Fohlen	German	396	f oː l ə n	foːlən	f oː l ə n
1449	*fulōn	foal	English	396	f əʊ l	fəʊl	f əʊ l - -
#
1827	*funxwstiz	*funxwstiz	Proto-Germanic	501	f u n x w s t	funxwstiz	f u n x w s t
1828	*funxwstiz	Faust	German	501	f au s t	faust	f au - - - s t
1829	*funxwstiz	fist	English	501	f ɪ s t	fɪst	f ɪ - - - s t
1830	*funxwstiz	vuist	Dutch	501	v œy s t	vœyst	v œy - - - s t
#
1480	*furxtīn	*furxtīn	Proto-Germanic	406	f u r x t iː n	furxtiːn	f u r x - t iː n
1481	*furxtīn	Furcht	German	406	f ʊ r x t	fʊrxt	f ʊ r x - t - -
1482	*furxtīn	fright	English	406	f r aɪ t	fraɪt	f - r - aɪ t - -
#
953	*furxō	*furxō	Proto-Germanic	262	f u r x oː	furxoː	f u r x oː
954	*furxō	Furche	German	262	f ʊ r x ə	fʊrxə	f ʊ r x ə
955	*furxō	furrow	English	262	f ʌ r əʊ	fʌrəʊ	f ʌ r - əʊ
956	*furxō	voor	Dutch	262	v oː r	voːr	v oː r - -
#
1585	*fuwer	*fuwer	Proto-Germanic	435	f u w e r	fuwer	f u w e r
1586	*fuwer	Feuer	German	435	f ɔyə r	fɔyər	f ɔyə - - r
1587	*fuwer	fire	English	435	f aɪə r	faɪər	f aɪə - - r
1588	*fuwer	vuur	Dutch	435	v yː r	vyːr	v yː - - r
#
339	*fuxsaz	*fuxsaz	Proto-Germanic	94	f u x s	fuxsaz	f u x s
340	*fuxsaz	Fuchs	German	94	f ʊ k s	fʊks	f ʊ k s
341	*fuxsaz	fox	English	94	f ɔ k s	fɔks	f ɔ k s
342	*fuxsaz	vos	Dutch	94	v ɔ s	vɔs	v ɔ - s
#
885	*fōdran	*fōdran	Proto-Germanic	244	f oː d r	foːdran	f oː d - r
886	*fōdran	Futter	German	244	f ʊ t ə r	fʊtər	f ʊ t ə r
887	*fōdran	fodder	English	244	f ɔ d ə r	fɔdər	f ɔ d ə r
888	*fōdran	voer	Dutch	244	v uː r	vuːr	v uː - - r
#
16	*gaistaz	*gaistaz	Proto-Germanic	5	g ai s t	gaistaz	g ai s t
17	*gaistaz	Geist	German	5	ɡ ai s t	ɡaist	ɡ ai s t
18	*gaistaz	ghost	English	5	ɡ əʊ s t	ɡəʊst	ɡ əʊ s t
#
745	*gallan	*gallan	Proto-Germanic	205	g a ll	gallan	g a ll -
746	*gallan	Galle	German	205	ɡ a l ə	ɡalə	ɡ a l ə
747	*gallan	gall	English	205	ɡ ɔː l	ɡɔːl	ɡ ɔː l -
748	*gallan	gal	Dutch	205	x ɑ l	xɑl	x ɑ l -
#
198	*gangaz	*gangaz	Proto-Germanic	56	g a n g	gangaz	g a n g
199	*gangaz	Gang	German	56	ɡ a ŋ	ɡaŋ	ɡ a ŋ -
200	*gangaz	gang	English	56	ɡ æ ŋ	ɡæŋ	ɡ æ ŋ -
201	*gangaz	gang	Dutch	56	x ɑ ŋ	xɑŋ	x ɑ ŋ -
#
1291	*gansz	*gansz	Proto-Germanic	355	g a n s z	gansz	g a n s z
1292	*gansz	Gans	German	355	ɡ a n s	ɡans	ɡ a n s -
1293	*gansz	goose	English	355	ɡ uː s	ɡuːs	ɡ uː - s -
1294	*gansz	gans	Dutch	355	x ɑ n s	xɑns	x ɑ n s -
#
561	*garnan	*garnan	Proto-Germanic	154	g a r n	garnan	g a r - n
562	*garnan	Garn	German	154	ɡ a r n	ɡarn	ɡ a r - n
563	*garnan	yarn	English	154	j ɑː n	jɑːn	j ɑː - - n
564	*garnan	garen	Dutch	154	x aː r ə	xaːrə	x aː r ə -
#
1613	*gastiz	*gastiz	Proto-Germanic	443	g a s t	gastiz	g a s t
1614	*gastiz	Gast	German	443	ɡ a s t	ɡast	ɡ a s t
1615	*gastiz	guest	English	443	ɡ ɛ s t	ɡɛst	ɡ ɛ s t
1616	*gastiz	gast	Dutch	443	x ɑ s t	xɑst	x ɑ s t
#
749	*gebanan	*gebanan	Proto-Germanic	206	g e b a n	gebanan	g e b a n
750	*gebanan	geben	German	206	ɡ eː b ə n	ɡeːbən	ɡ eː b ə n
751	*gebanan	give	English	206	ɡ ɪ v	ɡɪv	ɡ ɪ v - -
752	*gebanan	geven	Dutch	206	x eː v ə	xeːvə	x eː v ə -
#
618	*geftiz	*geftiz	Proto-Germanic	171	g e f t	geftiz	g e f t
619	*geftiz	Gift	German	171	ɡ ɪ f t	ɡɪft	ɡ ɪ f t
620	*geftiz	gift	English	171	ɡ ɪ f t	ɡɪft	ɡ ɪ f t
621	*geftiz	gift	Dutch	171	x ɪ f t	xɪft	x ɪ f t
#
1137	*geldanan	*geldanan	Proto-Germanic	312	g e l d a n	geldanan	g e l d a n
1138	*geldanan	gelten	German	312	ɡ ɛ l t ə n	ɡɛltən	ɡ ɛ l t ə n
1139	*geldanan	gelden	Dutch	312	x ɛ l d ə	xɛldə	x ɛ l d ə -
#
1151	*gennanan	*gennanan	Proto-Germanic	316	g e nn a n	gennanan	- - g e nn a n
1152	*gennanan	beginnen	German	316	b ə ɡ ɪ n ə n	bəɡɪnən	b ə ɡ ɪ n ə n
1153	*gennanan	begin	English	316	b ɪ ɡ ɪ n	bɪɡɪn	b ɪ ɡ ɪ n - -
1154	*gennanan	beginnen	Dutch	316	b ə ɣ ɪ n ə	bəɣɪnə	b ə ɣ ɪ n ə -
#
1477	*glōdiz	*glōdiz	Proto-Germanic	405	g l oː d	gloːdiz	g l oː d
1478	*glōdiz	Glut	German	405	ɡ l uː t	ɡluːt	ɡ l uː t
1479	*glōdiz	gloed	Dutch	405	x l uː t	xluːt	x l uː t
#
131	*grabanan	*grabanan	Proto-Germanic	37	g r a b a n	grabanan	g r a b a n
132	*grabanan	graben	German	37	ɡ r aː b ə n	ɡraːbən	ɡ r aː b ə n
133	*grabanan	grave	English	37	ɡ r ɑː v	ɡrɑːv	ɡ r ɑː v - -
134	*grabanan	graven	Dutch	37	x r aː v ə	xraːvə	x r aː v ə -
#
788	*grasan	*grasan	Proto-Germanic	216	g r a s	grasan	g r a s
789	*grasan	Gras	German	216	ɡ r aː s	ɡraːs	ɡ r aː s
790	*grasan	grass	English	216	ɡ r ɑː s	ɡrɑːs	ɡ r ɑː s
791	*grasan	gras	Dutch	216	x r ɑ s	xrɑs	x r ɑ s
#
97	*grunduz	*grunduz	Proto-Germanic	28	g r u n d	grunduz	g r u n d
98	*grunduz	Grund	German	28	ɡ r ʊ n t	ɡrʊnt	ɡ r ʊ n t
99	*grunduz	ground	English	28	ɡ r aʊ n d	ɡraʊnd	ɡ r aʊ n d
100	*grunduz	grond	Dutch	28	x r ɔ n t	xrɔnt	x r ɔ n t
#
240	*grīpanan	*grīpanan	Proto-Germanic	67	g r iː p a n	griːpanan	g r iː p a n
241	*grīpanan	greifen	German	67	ɡ r ai f ə n	ɡraifən	ɡ r ai f ə n
242	*grīpanan	gripe	English	67	ɡ r aɪ p	ɡraɪp	ɡ r aɪ p - -
243	*grīpanan	grijpen	Dutch	67	x r ɛɪ p ə	xrɛɪpə	x r ɛɪ p ə -
#
145	*grōbō	*grōbō	Proto-Germanic	41	g r oː b oː	groːboː	g r oː b oː
146	*grōbō	Grube	German	41	ɡ r uː b ə	ɡruːbə	ɡ r uː b ə
147	*grōbō	groeve	Dutch	41	x r uː v ə	xruːvə	x r uː v ə
#
1873	*gud	*gud	Proto-Germanic	514	g u d	gud	g u d
1874	*gud	Gott	German	514	ɡ ɔ t	ɡɔt	ɡ ɔ t
1875	*gud	god	English	514	ɡ ɔ d	ɡɔd	ɡ ɔ d
1876	*gud	god	Dutch	514	x ɔ t	xɔt	x ɔ t
#
1855	*gudaz	*gudaz	Proto-Germanic	509	g u d	gudaz	- - g u d
1856	*gudaz	Abgott	German	509	a p ɡ ɔ t	apɡɔt	a p ɡ ɔ t
1857	*gudaz	afgod	Dutch	509	ɑ f x ɔ t	ɑfxɔt	ɑ f x ɔ t
#
1086	*gulθan	*gulθan	Proto-Germanic	298	g u l θ	gulθan	g u l θ
1087	*gulθan	Gold	German	298	ɡ ɔ l t	ɡɔlt	ɡ ɔ l t
1088	*gulθan	gold	English	298	ɡ əʊ l d	ɡəʊld	ɡ əʊ l d
1089	*gulθan	goud	Dutch	298	x ɑu t	xɑut	x ɑu - t
#
867	*jugunθiz	*jugunθiz	Proto-Germanic	239	j u g u n θ	jugunθiz	j u g u n θ
868	*jugunθiz	Jugend	German	239	j uː ɡ ə n t	juːɡənt	j uː ɡ ə n t
869	*jugunθiz	youth	English	239	j uː θ	juːθ	j uː - - - θ
870	*jugunθiz	jeugd	Dutch	239	j øː x t	jøːxt	j øː x - - t
#
828	*jukan	*jukan	Proto-Germanic	228	j u k	jukan	j u k
829	*jukan	Joch	German	228	j ɔ x	jɔx	j ɔ x
830	*jukan	yoke	English	228	j əʊ k	jəʊk	j əʊ k
831	*jukan	juk	Dutch	228	j ʉ k	jʉk	j ʉ k
#
1845	*jēmraz	*jēmraz	Proto-Germanic	506	j eː m r	jeːmraz	j eː m - r
1846	*jēmraz	Jammer	German	506	j a m ə r	jamər	j a m ə r
1847	*jēmraz	jammer	Dutch	506	j ɑ m ə r	jɑmər	j ɑ m ə r
#
1019	*jēran	*jēran	Proto-Germanic	280	j eː r	jeːran	j eː r
1020	*jēran	Jahr	German	280	j aː r	jaːr	j aː r
1021	*jēran	year	English	280	j ɪə r	jɪər	j ɪə r
1022	*jēran	jaar	Dutch	280	j aː r	jaːr	j aː r
#
190	*kalbaz	*kalbaz	Proto-Germanic	54	k a l b	kalbaz	k a l b
191	*kalbaz	Kalb	German	54	k a l p	kalp	k a l p
192	*kalbaz	calf	English	54	k ɑː f	kɑːf	k ɑː - f
193	*kalbaz	kalf	Dutch	54	k ɑ l f	kɑlf	k ɑ l f
#
1677	*kambaz	*kambaz	Proto-Germanic	460	k a m b	kambaz	k a m b
1678	*kambaz	Kamm	German	460	k a m	kam	k a m -
1679	*kambaz	comb	English	460	k əʊ m	kəʊm	k əʊ m -
1680	*kambaz	kam	Dutch	460	k ɑ m	kɑm	k ɑ m -
#
421	*kernōn	*kernōn	Proto-Germanic	116	k e r n oː n	kernoːn	k e r n oː n
422	*kernōn	Kern	German	116	k ɛ r n	kɛrn	k ɛ r n - -
423	*kernōn	kern	Dutch	116	k ɛ r n	kɛrn	k ɛ r n - -
#
990	*kewwanan	*kewwanan	Proto-Germanic	272	k e ww a n	kewwanan	k e ww a n
991	*kewwanan	kauen	German	272	k auə n	kauən	k auə - - n
992	*kewwanan	chew	English	272	ʧ uː	ʧuː	ʧ uː - - -
993	*kewwanan	kauwen	Dutch	272	k ɑu ʋ ə	kɑuʋə	k ɑu ʋ ə -
#
554	*klembanan	*klembanan	Proto-Germanic	152	k l e m b a n	klembanan	k l e m b a n
555	*klembanan	klimmen	German	152	k l ɪ m ə n	klɪmən	k l ɪ m - ə n
556	*klembanan	climb	English	152	k l aɪ m	klaɪm	k l aɪ m - - -
557	*klembanan	klimmen	Dutch	152	k l ɪ m ə	klɪmə	k l ɪ m - ə -
#
1521	*klibēnan	*klibēnan	Proto-Germanic	417	k l i b eː n	klibeːnan	k l i b eː n
1522	*klibēnan	kleben	German	417	k l eː b ə n	kleːbən	k l eː b ə n
1523	*klibēnan	kleven	Dutch	417	k l eː v ə	kleːvə	k l eː v ə -
#
148	*knabilaz	*knabilaz	Proto-Germanic	42	k n a b i l	knabilaz	k n a b i l
149	*knabilaz	Knebel	German	42	k n eː b ə l	kneːbəl	k n eː b ə l
150	*knabilaz	knevel	Dutch	42	k n eː v ə l	kneːvəl	k n eː v ə l
#
768	*knakkaz	*knakkaz	Proto-Germanic	211	k n a kk	knakkaz	k n a kk -
769	*knakkaz	Knecht	German	211	k n ɛ x t	knɛxt	k n ɛ x t
770	*knakkaz	knight	English	211	n aɪ t	naɪt	- n aɪ - t
771	*knakkaz	knecht	Dutch	211	k n ɛ x t	knɛxt	k n ɛ x t
#
1835	*knedanan	*knedanan	Proto-Germanic	503	k n e d a n	knedanan	k n e d a n
1836	*knedanan	kneten	German	503	k n eː t ə n	kneːtən	k n eː t ə n
1837	*knedanan	knead	English	503	n iː d	niːd	- n iː d - -
1838	*knedanan	kneden	Dutch	503	k n eː d ə	kneːdə	k n eː d ə -
#
905	*knewan	*knewan	Proto-Germanic	249	k n e w	knewan	k n e w
906	*knewan	Knie	German	249	k n iː	kniː	k n iː -
907	*knewan	knee	English	249	n iː	niː	- n iː -
908	*knewan	knie	Dutch	249	k n iː	kniː	k n iː -
#
536	*knuppaz	*knuppaz	Proto-Germanic	147	k n u pp	knuppaz	k n u pp
537	*knuppaz	Knopf	German	147	k n ɔ p͡f	knɔp͡f	k n ɔ p͡f
538	*knuppaz	knob	English	147	n ɔ b	nɔb	- n ɔ b
539	*knuppaz	knoop	Dutch	147	k n oː p	knoːp	k n oː p
#
1505	*kraftiz	*kraftiz	Proto-Germanic	413	k r a f t	kraftiz	k r a f t
1506	*kraftiz	Kraft	German	413	k r a f t	kraft	k r a f t
1507	*kraftiz	craft	English	413	k r ɑː f t	krɑːft	k r ɑː f t
1508	*kraftiz	kracht	Dutch	413	k r ɑ x t	krɑxt	k r ɑ x t
#
878	*kruppaz	*kruppaz	Proto-Germanic	242	k r u pp	kruppaz	k r u pp
879	*kruppaz	Kropf	German	242	k r ɔ p͡f	krɔp͡f	k r ɔ p͡f
880	*kruppaz	crop	English	242	k r ɔ p	krɔp	k r ɔ p
881	*kruppaz	krop	Dutch	242	k r ɔ p	krɔp	k r ɔ p
#
5	*kurnan	*kurnan	Proto-Germanic	2	k u r n	kurnan	k u r - n
6	*kurnan	Korn	German	2	k ɔ r n	kɔrn	k ɔ r - n
7	*kurnan	corn	English	2	k ɔː n	kɔːn	k ɔː - - n
8	*kurnan	koren	Dutch	2	k oː r ə	koːrə	k oː r ə -
#
598	*kwalō	*kwalō	Proto-Germanic	165	k w a l oː	kwaloː	k w a l oː
599	*kwalō	Qual	German	165	k v aː l	kvaːl	k v aː l -
600	*kwalō	kwaal	Dutch	165	k ʋ aː l	kʋaːl	k ʋ aː l -
#
1244	*kwiθuz	*kwiθuz	Proto-Germanic	342	k w i θ	kwiθuz	k w i θ
1245	*kwiθuz	Kitt	German	342	k ɪ t	kɪt	k - ɪ t
1246	*kwiθuz	cud	English	342	k ʌ d	kʌd	k - ʌ d
1247	*kwiθuz	kit	Dutch	342	k ɪ t	kɪt	k - ɪ t
#
1090	*kōwz	*kōwz	Proto-Germanic	299	k oː w z	koːwz	k oː w z
1091	*kōwz	Kuh	German	299	k uː	kuː	k uː - -
1092	*kōwz	cow	English	299	k aʊ	kaʊ	k aʊ - -
1093	*kōwz	koe	Dutch	299	k uː	kuː	k uː - -
#
1551	*labbaz	*labbaz	Proto-Germanic	426	l a bb	labbaz	l a bb - -
1552	*labbaz	Lappen	German	426	l a p ə n	lapən	l a p ə n
1553	*labbaz	lap	English	426	l æ p	læp	l æ p - -
1554	*labbaz	lap	Dutch	426	l ɑ p	lɑp	l ɑ p - -
#
1743	*laidjanan	*laidjanan	Proto-Germanic	478	l ai d j a n	laidjanan	l ai d j a n
1744	*laidjanan	leiten	German	478	l ai t ə n	laitən	l ai t - ə n
1745	*laidjanan	lead	English	478	l iː d	liːd	l iː d - - -
1746	*laidjanan	leiden	Dutch	478	l ɛɪ d ə	lɛɪdə	l ɛɪ d - ə -
#
901	*laimōn	*laimōn	Proto-Germanic	248	l ai m oː n	laimoːn	l ai m oː n
902	*laimōn	Lehm	German	248	l eː m	leːm	l eː m - -
903	*laimōn	loam	English	248	l əʊ m	ləʊm	l əʊ m - -
904	*laimōn	leem	Dutch	248	l eː m	leːm	l eː m - -
#
1703	*laisjanan	*laisjanan	Proto-Germanic	467	l ai s j a n	laisjanan	l ai s j a n
1704	*laisjanan	lehren	German	467	l eː r ə n	leːrən	l eː r - ə n
1705	*laisjanan	leren	Dutch	467	l eː r ə	leːrə	l eː r - ə -
#
533	*laistjanan	*laistjanan	Proto-Germanic	146	l ai s t j a n	laistjanan	l ai s t j a n
534	*laistjanan	leisten	German	146	l ai s t ə n	laistən	l ai s t - ə n
535	*laistjanan	last	English	146	l ɑː s t	lɑːst	l ɑː s t - - -
#
255	*laiθaz	*laiθaz	Proto-Germanic	71	l ai θ	laiθaz	l ai θ
256	*laiθaz	Leid	German	71	l ai t	lait	l ai t
257	*laiθaz	loath	English	71	l əʊ θ	ləʊθ	l əʊ θ
258	*laiθaz	leed	Dutch	71	l eː t	leːt	l eː t
#
1060	*lakanan	*lakanan	Proto-Germanic	291	l a k a n	lakanan	l a k a n
1061	*lakanan	lachen	German	291	l a x ə n	laxən	l a x ə n
1062	*lakanan	laugh	English	291	l ɑː f	lɑːf	l ɑː f - -
1063	*lakanan	lachen	Dutch	291	l ɑ x ə	lɑxə	l ɑ x ə -
#
1352	*landan	*landan	Proto-Germanic	371	l a n d	landan	l a n d
1353	*landan	Land	German	371	l a n t	lant	l a n t
1354	*landan	land	English	371	l æ n d	lænd	l æ n d
1355	*landan	land	Dutch	371	l ɑ n t	lɑnt	l ɑ n t
#
1471	*landīn	*landīn	Proto-Germanic	403	l a n d iː n	landiːn	l a n d iː n
1472	*landīn	Lende	German	403	l ɛ n d ə	lɛndə	l ɛ n d ə -
1473	*landīn	lende	Dutch	403	l ɛ n d ə	lɛndə	l ɛ n d ə -
#
661	*lauban	*lauban	Proto-Germanic	182	l au b	lauban	l au b
662	*lauban	Laub	German	182	l au p	laup	l au p
663	*lauban	leaf	English	182	l iː f	liːf	l iː f
664	*lauban	loof	Dutch	182	l oː f	loːf	l oː f
#
263	*laubjanan	*laubjanan	Proto-Germanic	73	l au b j a n	laubjanan	- - l au b j a n
264	*laubjanan	glauben	German	73	ɡ l au b ə n	ɡlaubən	ɡ - l au b - ə n
265	*laubjanan	believe	English	73	b ɪ l iː v	bɪliːv	b ɪ l iː v - - -
266	*laubjanan	geloven	Dutch	73	x ə l oː v ə	xəloːvə	x ə l oː v - ə -
#
368	*laugō	*laugō	Proto-Germanic	102	l au g oː	laugoː	l au g oː
369	*laugō	Lauge	German	102	l au ɡ ə	lauɡə	l au ɡ ə
370	*laugō	lye	English	102	l aɪ	laɪ	l aɪ - -
371	*laugō	loog	Dutch	102	l oː x	loːx	l oː x -
#
784	*laukaz	*laukaz	Proto-Germanic	215	l au k	laukaz	l au k
785	*laukaz	Lauch	German	215	l au x	laux	l au x
786	*laukaz	leek	English	215	l iː k	liːk	l iː k
787	*laukaz	look	Dutch	215	l uː k	luːk	l uː k
#
1820	*launan	*launan	Proto-Germanic	499	l au n	launan	l au n
1821	*launan	Lohn	German	499	l oː n	loːn	l oː n
1822	*launan	loon	Dutch	499	l oː n	loːn	l oː n
#
1045	*laxstran	*laxstran	Proto-Germanic	287	l a x s t r	laxstran	l a x s t - r
1046	*laxstran	Laster	German	287	l a s t ə r	lastər	l a - s t ə r
1047	*laxstran	laster	Dutch	287	l ɑ s t ə r	lɑstər	l ɑ - s t ə r
#
402	*laθōjanan	*laθōjanan	Proto-Germanic	111	l a θ oː j a n	laθoːjanan	l a θ oː j a n
403	*laθōjanan	laden	German	111	l aː d ə n	laːdən	l aː d ə - - n
404	*laθōjanan	lade	English	111	l eɪ d	leɪd	l eɪ d - - - -
405	*laθōjanan	laden	Dutch	111	l aː d ə	laːdə	l aː d ə - - -
#
1724	*lendō	*lendō	Proto-Germanic	473	l e n d oː	lendoː	l e n d oː -
1725	*lendō	Linde	German	473	l ɪ n d ə	lɪndə	l ɪ n d ə -
1726	*lendō	linden	English	473	l ɪ n d ə n	lɪndən	l ɪ n d ə n
1727	*lendō	linde	Dutch	473	l ɪ n d ə	lɪndə	l ɪ n d ə -
#
1842	*lesanan	*lesanan	Proto-Germanic	505	l e s a n	lesanan	l e s a n
1843	*lesanan	lesen	German	505	l eː z ə n	leːzən	l eː z ə n
1844	*lesanan	lezen	Dutch	505	l eː z ə	leːzə	l eː z ə -
#
1390	*leusanan	*leusanan	Proto-Germanic	381	l eu s a n	leusanan	- - - l eu s a n
1391	*leusanan	verlieren	German	381	f ɛ r l iː r ə n	fɛrliːrən	f ɛ r l iː r ə n
1392	*leusanan	forlorn	English	381	f ə l ɔː n	fəlɔːn	f ə - l ɔː - - n
1393	*leusanan	verliezen	Dutch	381	v ə r l iː z ə	vərliːzə	v ə r l iː z ə -
#
525	*leuxtjanan	*leuxtjanan	Proto-Germanic	144	l eu x t j a n	leuxtjanan	l eu x t j a n
526	*leuxtjanan	leuchten	German	144	l ɔy x t ə n	lɔyxtən	l ɔy x t - ə n
527	*leuxtjanan	light	English	144	l aɪ t	laɪt	l aɪ - t - - -
528	*leuxtjanan	lichten	Dutch	144	l ɪ x t ə	lɪxtə	l ɪ x t - ə -
#
267	*leuθan	*leuθan	Proto-Germanic	74	l eu θ	leuθan	l eu θ
268	*leuθan	Lied	German	74	l iː t	liːt	l iː t
269	*leuθan	lied	Dutch	74	l iː t	liːt	l iː t
#
45	*leθran	*leθran	Proto-Germanic	13	l e θ r	leθran	l e θ - r
46	*leθran	Leder	German	13	l eː d ə r	leːdər	l eː d ə r
47	*leθran	leather	English	13	l ɛ ð ə r	lɛðər	l ɛ ð ə r
#
614	*libēnan	*libēnan	Proto-Germanic	170	l i b eː n	libeːnan	l i b eː n
615	*libēnan	leben	German	170	l eː b ə n	leːbən	l eː b ə n
616	*libēnan	live	English	170	l aɪ v	laɪv	l aɪ v - -
617	*libēnan	leven	Dutch	170	l eː v ə	leːvə	l eː v ə -
#
1596	*likkōjanan	*likkōjanan	Proto-Germanic	438	l i kk oː j a n	likkoːjanan	l i kk oː j a n
1597	*likkōjanan	lecken	German	438	l ɛ k ə n	lɛkən	l ɛ k ə - - n
1598	*likkōjanan	lick	English	438	l ɪ k	lɪk	l ɪ k - - - -
1599	*likkōjanan	likken	Dutch	438	l ɪ k ə	lɪkə	l ɪ k ə - - -
#
1421	*listiz	*listiz	Proto-Germanic	389	l i s t	listiz	l i s t
1422	*listiz	List	German	389	l ɪ s t	lɪst	l ɪ s t
1423	*listiz	list	Dutch	389	l ɪ s t	lɪst	l ɪ s t
#
1593	*liznōjanan	*liznōjanan	Proto-Germanic	437	l i z n oː j a n	liznoːjanan	l i z n oː j a n
1594	*liznōjanan	lernen	German	437	l ɛ r n ə n	lɛrnən	l ɛ r n ə - - n
1595	*liznōjanan	learn	English	437	l ɜː n	lɜːn	l ɜː - n - - - -
#
1638	*liθuz	*liθuz	Proto-Germanic	450	l i θ	liθuz	l i θ
1639	*liθuz	Lid	German	450	l iː t	liːt	l iː t
1640	*liθuz	lid	English	450	l ɪ d	lɪd	l ɪ d
1641	*liθuz	lid	Dutch	450	l ɪ t	lɪt	l ɪ t
#
680	*luban	*luban	Proto-Germanic	187	l u b	luban	l u b
681	*luban	Lob	German	187	l oː p	loːp	l oː p
682	*luban	lof	Dutch	187	l ɔ f	lɔf	l ɔ f
#
1563	*luftuz	*luftuz	Proto-Germanic	429	l u f t	luftuz	l u f t
1564	*luftuz	Luft	German	429	l ʊ f t	lʊft	l ʊ f t
1565	*luftuz	lucht	Dutch	429	l ʉ x t	lʉxt	l ʉ x t
#
857	*lukan	*lukan	Proto-Germanic	236	l u k	lukan	l u k
858	*lukan	Loch	German	236	l ɔ x	lɔx	l ɔ x
859	*lukan	lock	English	236	l ɔ k	lɔk	l ɔ k
#
1147	*lukkaz	*lukkaz	Proto-Germanic	315	l u kk	lukkaz	l u kk -
1148	*lukkaz	Locke	German	315	l ɔ k ə	lɔkə	l ɔ k ə
1149	*lukkaz	lock	English	315	l ɔ k	lɔk	l ɔ k -
1150	*lukkaz	lok	Dutch	315	l ɔ k	lɔk	l ɔ k -
#
889	*lungwan	*lungwan	Proto-Germanic	245	l u n g w	lungwan	l u n g w
890	*lungwan	Lunge	German	245	l ʊ ŋ ə	lʊŋə	l ʊ ŋ - ə
891	*lungwan	lung	English	245	l ʌ ŋ	lʌŋ	l ʌ ŋ - -
892	*lungwan	long	Dutch	245	l ɔ ŋ	lɔŋ	l ɔ ŋ - -
#
1326	*lustuz	*lustuz	Proto-Germanic	364	l u s t	lustuz	l u s t
1327	*lustuz	Lust	German	364	l ʊ s t	lʊst	l ʊ s t
1328	*lustuz	lust	English	364	l ʌ s t	lʌst	l ʌ s t
1329	*lustuz	lust	Dutch	364	l ʉ s t	lʉst	l ʉ s t
#
1635	*luxaz	*luxaz	Proto-Germanic	449	l u x	luxaz	l u x -
1636	*luxaz	Luchs	German	449	l ʊ k s	lʊks	l ʊ k s
1637	*luxaz	los	Dutch	449	l ɔ s	lɔs	l ɔ s -
#
919	*lētanan	*lētanan	Proto-Germanic	253	l eː t a n	leːtanan	l eː t a n
920	*lētanan	lassen	German	253	l a s ə n	lasən	l a s ə n
921	*lētanan	let	English	253	l ɛ t	lɛt	l ɛ t - -
922	*lētanan	laten	Dutch	253	l aː t ə	laːtə	l aː t ə -
#
836	*līban	*līban	Proto-Germanic	230	l iː b	liːban	l iː b
837	*līban	Leib	German	230	l ai p	laip	l ai p
838	*līban	life	English	230	l aɪ f	laɪf	l aɪ f
839	*līban	lijf	Dutch	230	l ɛɪ f	lɛɪf	l ɛɪ f
#
515	*līkan	*līkan	Proto-Germanic	141	l iː k	liːkan	l iː k -
