# Wordlist

# META
@tree:((((German,'Yiddish_New_York'),Dutch),((English,Scottish),'West_Frisian_Grou')),((('Norwegian_Stavanger',Danish),('Swedish_Skane','Swedish_Stockholm')),(Faroese,Icelandic)));

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PROTO	PROTO_SHORT	CONSENSUS	ALIGNMENT
117	Swedish_Stockholm	eat!	ɛə.t	ɛə t	10	et	et	it	- ɛə t -
118	West_Frisian_Grou	eat!	i.t	i t	10	et	et	it	- i t -
119	Yiddish_New_York	eat!	ʔ.ɛ.s	ʔ ɛ s	10	et	et	it	ʔ ɛ s -
#
203	Danish	eight	ʔ.oː.d.ə	ʔ oː d ə	18	axtoːu	axtoːu	at	ʔ oː - d ə
204	Dutch	eight	ɑ.χ.t	ɑ χ t	18	axtoːu	axtoːu	at	- ɑ χ t -
205	English	eight	eɪ.tʰ	eɪ tʰ	18	axtoːu	axtoːu	at	- eɪ - tʰ -
206	Faroese	eight	ɔʰ.tː.a	ɔʰ tː a	18	axtoːu	axtoːu	at	- ɔʰ - tː a
207	German	eight	ʔ.a.χ.t	ʔ a χ t	18	axtoːu	axtoːu	at	ʔ a χ t -
208	Icelandic	eight	aʊ.tʰ.a	aʊ tʰ a	18	axtoːu	axtoːu	at	- aʊ - tʰ a
209	Norwegian_Stavanger	eight	ɔʰ.tː.ə	ɔʰ tː ə	18	axtoːu	axtoːu	at	- ɔʰ - tː ə
210	Scottish	eight	e.tʰ	e tʰ	18	axtoːu	axtoːu	at	- e - tʰ -
211	Swedish_Skane	eight	o.t.a	o t a	18	axtoːu	axtoːu	at	- o - t a
212	Swedish_Stockholm	eight	ɔ.tː.a	ɔ tː a	18	axtoːu	axtoːu	at	- ɔ - tː a
213	West_Frisian_Grou	eight	a.χ.t	a χ t	18	axtoːu	axtoːu	at	- a χ t -
214	Yiddish_New_York	eight	ʔ.a.χ.t	ʔ a χ t	18	axtoːu	axtoːu	at	ʔ a χ t -
#
368	Danish	eye	ʔ.ɔɪ	ʔ ɔɪ	32	auɡoːn	auɡ	ɔɪɡ	ʔ ɔɪ - -
369	Dutch	eye	oʊ.χ	oʊ χ	32	auɡoːn	auɡ	ɔɪɡ	- oʊ χ -
370	English	eye	aɪ	aɪ	32	auɡoːn	auɡ	ɔɪɡ	- aɪ - -
371	Faroese	eye	ɛ.jː.a	ɛ jː a	32	auɡoːn	auɡ	ɔɪɡ	- ɛ jː a
372	German	eye	ʔ.aʊ.ɡ.ə	ʔ aʊ ɡ ə	32	auɡoːn	auɡ	ɔɪɡ	ʔ aʊ ɡ ə
373	Icelandic	eye	ɛʏ.ɣ.a	ɛʏ ɣ a	32	auɡoːn	auɡ	ɔɪɡ	- ɛʏ ɣ a
374	Norwegian_Stavanger	eye	øɪ.j.ə	øɪ j ə	32	auɡoːn	auɡ	ɔɪɡ	- øɪ j ə
375	Scottish	eye	ɑɪ	ɑɪ	32	auɡoːn	auɡ	ɔɪɡ	- ɑɪ - -
376	Swedish_Skane	eye	œə.ɡ.ɐ	œə ɡ ɐ	32	auɡoːn	auɡ	ɔɪɡ	- œə ɡ ɐ
377	Swedish_Stockholm	eye	œː.ɡ.ə	œː ɡ ə	32	auɡoːn	auɡ	ɔɪɡ	- œː ɡ ə
378	West_Frisian_Grou	eye	iə.χ	iə χ	32	auɡoːn	auɡ	ɔɪɡ	- iə χ -
379	Yiddish_New_York	eye	ʔ.ɔɪ.ɡ	ʔ ɔɪ ɡ	32	auɡoːn	auɡ	ɔɪɡ	ʔ ɔɪ ɡ -
#
180	Danish	fast	f.ɛ.s.tʰ	f ɛ s tʰ	16	fastaz	fast	fast	f ɛ s tʰ - -
181	Dutch	fast	f.ɑ.s.t	f ɑ s t	16	fastaz	fast	fast	f ɑ s t - -
182	English	fast	f.ɑː.s.t	f ɑː s t	16	fastaz	fast	fast	f ɑː s t - -
183	Faroese	fast	f.a.sː.t.ʌ.ɹ	f a sː t ʌ ɹ	16	fastaz	fast	fast	f a sː t ʌ ɹ
184	German	fast	f.a.s.t	f a s t	16	fastaz	fast	fast	f a s t - -
185	Icelandic	fast	f.a.s.t	f a s t	16	fastaz	fast	fast	f a s t - -
186	Norwegian_Stavanger	fast	f.a.sː.t	f a sː t	16	fastaz	fast	fast	f a sː t - -
187	Scottish	fast	f.aː.s.t	f aː s t	16	fastaz	fast	fast	f aː s t - -
188	Swedish_Skane	fast	f.a.s.tʰ	f a s tʰ	16	fastaz	fast	fast	f a s tʰ - -
189	Swedish_Stockholm	fast	f.a.sː.t	f a sː t	16	fastaz	fast	fast	f a sː t - -
190	West_Frisian_Grou	fast	f.ɛə.s.t	f ɛə s t	16	fastaz	fast	fast	f ɛə s t - -
#
682	Danish	father	f.ɛ.ð.ɔ	f ɛ ð ɔ	59	fadeːr	fadeːr	faː	f ɛ ð ɔ -
683	Dutch	father	f.aː.ɾ.ə	f aː ɾ ə	59	fadeːr	fadeːr	faː	f aː ɾ ə -
684	English	father	f.ɑː.ð.ə	f ɑː ð ə	59	fadeːr	fadeːr	faː	f ɑː ð ə -
685	Faroese	father	f.ɛæ.j.ə.ɹ	f ɛæ j ə ɹ	59	fadeːr	fadeːr	faː	f ɛæ j ə ɹ
686	German	father	f.aː.t.ɐ	f aː t ɐ	59	fadeːr	fadeːr	faː	f aː t ɐ -
687	Icelandic	father	f.aː.ð.ɪ.s	f aː ð ɪ s	59	fadeːr	fadeːr	faː	f aː ð ɪ s
688	Norwegian_Stavanger	father	f.ɑː.χ	f ɑː χ	59	fadeːr	fadeːr	faː	f ɑː - - χ
689	Scottish	father	f.a.ð.ə.ɹ	f a ð ə ɹ	59	fadeːr	fadeːr	faː	f a ð ə ɹ
690	Swedish_Skane	father	f.œʊ.ʁ	f œʊ ʁ	59	fadeːr	fadeːr	faː	f œʊ - - ʁ
691	Swedish_Stockholm	father	f.ɑː.ɾ	f ɑː ɾ	59	fadeːr	fadeːr	faː	f ɑː - - ɾ
692	West_Frisian_Grou	father	f.aː.r	f aː r	59	fadeːr	fadeːr	faː	f aː - - r
693	Yiddish_New_York	father	f.ɔ.tʰ.ɛ.ɾ	f ɔ tʰ ɛ ɾ	59	fadeːr	fadeːr	faː	f ɔ tʰ ɛ ɾ
#
272	Danish	fight!	f.ɪ.k.tʰ	f ɪ k tʰ	24	fext	fext	fɛt	f - ɪ k tʰ -
273	Dutch	fight!	f.ɛ.χ.t	f ɛ χ t	24	fext	fext	fɛt	f - ɛ χ t -
274	English	fight!	f.aɪ.tʰ	f aɪ tʰ	24	fext	fext	fɛt	f - aɪ - tʰ -
275	Faroese	fight!	f.ɪ.kʰ.t.a	f ɪ kʰ t a	24	fext	fext	fɛt	f - ɪ kʰ t a
276	German	fight!	f.ɛ.ç.t	f ɛ ç t	24	fext	fext	fɛt	f - ɛ ç t -
277	Icelandic	fight!	f.ɪ.x.t.a	f ɪ x t a	24	fext	fext	fɛt	f - ɪ x t a
278	Norwegian_Stavanger	fight!	f.ɛ.k.t	f ɛ k t	24	fext	fext	fɛt	f - ɛ k t -
279	Scottish	fight!	f.ʌɪ.tʰ	f ʌɪ tʰ	24	fext	fext	fɛt	f - ʌɪ - tʰ -
280	Swedish_Skane	fight!	f.aɪ.t.ɐ	f aɪ t ɐ	24	fext	fext	fɛt	f - aɪ - t ɐ
281	Swedish_Stockholm	fight!	f.ɛ.k.t.a	f ɛ k t a	24	fext	fext	fɛt	f - ɛ k t a
282	West_Frisian_Grou	fight!	f.j.ʌ.χ.ʦ.i	f j ʌ χ ʦ i	24	fext	fext	fɛt	f j ʌ χ ʦ i
283	Yiddish_New_York	fight!	f.e.x.t	f e x t	24	fext	fext	fɛt	f - e x t -
#
717	Danish	fish	f.ɪ.s.k	f ɪ s k	62	fiskaz	fisk	fɪsk	f ɪ s k
718	Dutch	fish	f.ɪ.s	f ɪ s	62	fiskaz	fisk	fɪsk	f ɪ s -
719	English	fish	f.ɪ.ʃ	f ɪ ʃ	62	fiskaz	fisk	fɪsk	f ɪ ʃ -
720	Faroese	fish	f.ɪ.sː.k	f ɪ sː k	62	fiskaz	fisk	fɪsk	f ɪ sː k
721	German	fish	f.ɪ.ʃ	f ɪ ʃ	62	fiskaz	fisk	fɪsk	f ɪ ʃ -
722	Icelandic	fish	f.ɪ.s.k	f ɪ s k	62	fiskaz	fisk	fɪsk	f ɪ s k
723	Norwegian_Stavanger	fish	f.ɪ.sː.k	f ɪ sː k	62	fiskaz	fisk	fɪsk	f ɪ sː k
724	Scottish	fish	f.ɪ.ʃ	f ɪ ʃ	62	fiskaz	fisk	fɪsk	f ɪ ʃ -
725	Swedish_Skane	fish	f.ɪ.s.kʰ	f ɪ s kʰ	62	fiskaz	fisk	fɪsk	f ɪ s kʰ
726	Swedish_Stockholm	fish	f.ɪ.s.k	f ɪ s k	62	fiskaz	fisk	fɪsk	f ɪ s k
727	West_Frisian_Grou	fish	f.ɪ.s.k	f ɪ s k	62	fiskaz	fisk	fɪsk	f ɪ s k
728	Yiddish_New_York	fish	f.i.ʃ	f i ʃ	62	fiskaz	fisk	fɪsk	f i ʃ -
#
821	Danish	five	f.ɪ.mˀ	f ɪ mˀ	71	fenfe	fenfe	fɪm	f ɪ mˀ - - -
822	Dutch	five	f.æɪ.f	f æɪ f	71	fenfe	fenfe	fɪm	f æɪ - - f -
823	English	five	f.aɪ.v	f aɪ v	71	fenfe	fenfe	fɪm	f aɪ - - v -
824	Faroese	five	f.ɪ.m	f ɪ m	71	fenfe	fenfe	fɪm	f ɪ m - - -
825	German	five	f.ʏ.ɱ.f	f ʏ ɱ f	71	fenfe	fenfe	fɪm	f ʏ ɱ - f -
826	Icelandic	five	f.ɪ.m	f ɪ m	71	fenfe	fenfe	fɪm	f ɪ m - - -
827	Norwegian_Stavanger	five	f.ɛ.m	f ɛ m	71	fenfe	fenfe	fɪm	f ɛ m - - -
828	Scottish	five	f.ɑe.v	f ɑe v	71	fenfe	fenfe	fɪm	f ɑe - - v -
829	Swedish_Skane	five	f.ɛ.m	f ɛ m	71	fenfe	fenfe	fɪm	f ɛ m - - -
830	Swedish_Stockholm	five	f.ɛ.m	f ɛ m	71	fenfe	fenfe	fɪm	f ɛ m - - -
831	West_Frisian_Grou	five	f.iː.f	f iː f	71	fenfe	fenfe	fɪm	f iː - - f -
832	Yiddish_New_York	five	f.ɪ.n.f	f ɪ n f	71	fenfe	fenfe	fɪm	f ɪ n - f -
#
332	Danish	foot	f.ʊ.lˀ	f ʊ lˀ	29	foːtz	foːtz	fuːt	f ʊ lˀ
333	Dutch	foot	f.u.t	f u t	29	foːtz	foːtz	fuːt	f u t
334	English	foot	f.ʊ.tʰ	f ʊ tʰ	29	foːtz	foːtz	fuːt	f ʊ tʰ
335	Faroese	foot	f.ɒu.t	f ɒu t	29	foːtz	foːtz	fuːt	f ɒu t
336	German	foot	f.uː.s	f uː s	29	foːtz	foːtz	fuːt	f uː s
337	Icelandic	foot	f.ɔʊ.t	f ɔʊ t	29	foːtz	foːtz	fuːt	f ɔʊ t
338	Norwegian_Stavanger	foot	f.uː.t	f uː t	29	foːtz	foːtz	fuːt	f uː t
339	Scottish	foot	f.ʉ.tʰ	f ʉ tʰ	29	foːtz	foːtz	fuːt	f ʉ tʰ
340	Swedish_Skane	foot	f.ʉu.t	f ʉu t	29	foːtz	foːtz	fuːt	f ʉu t
341	Swedish_Stockholm	foot	f.o.tː	f o tː	29	foːtz	foːtz	fuːt	f o tː
342	West_Frisian_Grou	foot	f.oə.t	f oə t	29	foːtz	foːtz	fuːt	f oə t
343	Yiddish_New_York	foot	f.u.s	f u s	29	foːtz	foːtz	fuːt	f u s
#
1155	Danish	four	f.iə	f iə	100	fewoːrez	fewoːr	fiəɾ	f - iə - -
1156	Dutch	four	f.iə.ʁ	f iə ʁ	100	fewoːrez	fewoːr	fiəɾ	f - iə ʁ -
1157	English	four	f.ɔː	f ɔː	100	fewoːrez	fewoːr	fiəɾ	f - ɔː - -
1158	Faroese	four	f.ʊi.ɹ.a	f ʊi ɹ a	100	fewoːrez	fewoːr	fiəɾ	f - ʊi ɹ a
1159	German	four	f.iɐ	f iɐ	100	fewoːrez	fewoːr	fiəɾ	f - iɐ - -
1160	Icelandic	four	f.j.œː.ɾ	f j œː ɾ	100	fewoːrez	fewoːr	fiəɾ	f j œː ɾ -
1161	Norwegian_Stavanger	four	f.iː.ʁ.ə	f iː ʁ ə	100	fewoːrez	fewoːr	fiəɾ	f - iː ʁ ə
1162	Scottish	four	f.oə.ɹ	f oə ɹ	100	fewoːrez	fewoːr	fiəɾ	f - oə ɹ -
1163	Swedish_Skane	four	f.œʏ.ʁ.ɐ	f œʏ ʁ ɐ	100	fewoːrez	fewoːr	fiəɾ	f - œʏ ʁ ɐ
1164	Swedish_Stockholm	four	f.yː.ɾ.a	f yː ɾ a	100	fewoːrez	fewoːr	fiəɾ	f - yː ɾ a
1165	West_Frisian_Grou	four	f.j.aʊ.ɾ	f j aʊ ɾ	100	fewoːrez	fewoːr	fiəɾ	f j aʊ ɾ -
1166	Yiddish_New_York	four	f.iə.ɾ	f iə ɾ	100	fewoːrez	fewoːr	fiəɾ	f - iə ɾ -
#
404	Danish	full	f.u.lˀ	f u lˀ	35	fullaz	full	fʊɫ	f u lˀ - -
405	Dutch	full	v.ʌ.ɫ	v ʌ ɫ	35	fullaz	full	fʊɫ	v ʌ ɫ - -
406	English	full	f.ʊ.ɫ	f ʊ ɫ	35	fullaz	full	fʊɫ	f ʊ ɫ - -
407	Faroese	full	f.ʊ.l̥.ʌ.ɹ	f ʊ l̥ ʌ ɹ	35	fullaz	full	fʊɫ	f ʊ l̥ ʌ ɹ
408	German	full	f.ɒ.l	f ɒ l	35	fullaz	full	fʊɫ	f ɒ l - -
409	Icelandic	full	f.ʏ.ɬ̥	f ʏ ɬ̥	35	fullaz	full	fʊɫ	f ʏ ɬ̥ - -
410	Norwegian_Stavanger	full	f.ʊ.l	f ʊ l	35	fullaz	full	fʊɫ	f ʊ l - -
411	Scottish	full	f.ʊ.ɫ	f ʊ ɫ	35	fullaz	full	fʊɫ	f ʊ ɫ - -
412	Swedish_Skane	full	f.ʉ.l	f ʉ l	35	fullaz	full	fʊɫ	f ʉ l - -
413	Swedish_Stockholm	full	f.ɵ.l	f ɵ l	35	fullaz	full	fʊɫ	f ɵ l - -
414	West_Frisian_Grou	full	f.ʌ.ɫ	f ʌ ɫ	35	fullaz	full	fʊɫ	f ʌ ɫ - -
415	Yiddish_New_York	full	f.u.ɫ	f u ɫ	35	fullaz	full	fʊɫ	f u ɫ - -
#
764	Danish	good	ɡ.ʊə.lˀ	ɡ ʊə lˀ	66	ɡoːdaz	ɡoːd	ɡut	ɡ - ʊə lˀ
765	Dutch	good	χ.u.t	χ u t	66	ɡoːdaz	ɡoːd	ɡut	χ - u t
766	English	good	ɡ.ʊ.d	ɡ ʊ d	66	ɡoːdaz	ɡoːd	ɡut	ɡ - ʊ d
767	German	good	ɡ.uː.t	ɡ uː t	66	ɡoːdaz	ɡoːd	ɡut	ɡ - uː t
768	Icelandic	good	ɡ.ɔʊ.ð	ɡ ɔʊ ð	66	ɡoːdaz	ɡoːd	ɡut	ɡ - ɔʊ ð
769	Norwegian_Stavanger	good	ɡ.oː	ɡ oː	66	ɡoːdaz	ɡoːd	ɡut	ɡ - oː -
770	Scottish	good	ɡ.ʉ.d	ɡ ʉ d	66	ɡoːdaz	ɡoːd	ɡut	ɡ - ʉ d
771	Swedish_Skane	good	ɡ.øʉ	ɡ øʉ	66	ɡoːdaz	ɡoːd	ɡut	ɡ - øʉ -
772	Swedish_Stockholm	good	ɡ.ʊo.t	ɡ ʊo t	66	ɡoːdaz	ɡoːd	ɡut	ɡ - ʊo t
773	West_Frisian_Grou	good	ɡ.oə.t	ɡ oə t	66	ɡoːdaz	ɡoːd	ɡut	ɡ - oə t
774	Yiddish_New_York	good	ɡ.u.t	ɡ u t	66	ɡoːdaz	ɡoːd	ɡut	ɡ - u t
#
132	Danish	goose	ɡ.ʊ.sˀ	ɡ ʊ sˀ	12	ɡansz	ɡansz	ɡoəs	ɡ ʊ - sˀ -
133	Dutch	goose	χ.ɑ.n.s	χ ɑ n s	12	ɡansz	ɡansz	ɡoəs	χ ɑ n s -
134	English	goose	ɡ.u.s	ɡ u s	12	ɡansz	ɡansz	ɡoəs	ɡ u - s -
135	Faroese	goose	ɡ.ʊa.s	ɡ ʊa s	12	ɡansz	ɡansz	ɡoəs	ɡ ʊa - s -
136	German	goose	ɡ.a.n.ʦ	ɡ a n ʦ	12	ɡansz	ɡansz	ɡoəs	ɡ a n ʦ -
137	Icelandic	goose	ɟ.aɪ.s	ɟ aɪ s	12	ɡansz	ɡansz	ɡoəs	ɟ aɪ - s -
138	Norwegian_Stavanger	goose	ɡ.ɔː.s	ɡ ɔː s	12	ɡansz	ɡansz	ɡoəs	ɡ ɔː - s -
139	Scottish	goose	ɡ.ʉ.s	ɡ ʉ s	12	ɡansz	ɡansz	ɡoəs	ɡ ʉ - s -
140	Swedish_Skane	goose	ɡ.ɛʊ.s	ɡ ɛʊ s	12	ɡansz	ɡansz	ɡoəs	ɡ ɛʊ - s -
141	Swedish_Stockholm	goose	ɡ.oə.s	ɡ oə s	12	ɡansz	ɡansz	ɡoəs	ɡ oə - s -
142	West_Frisian_Grou	goose	ɡ.oə.s	ɡ oə s	12	ɡansz	ɡansz	ɡoəs	ɡ oə - s -
143	Yiddish_New_York	goose	ɡ.a.n.s	ɡ a n s	12	ɡansz	ɡansz	ɡoəs	ɡ a n s -
#
380	Danish	green	ɡ.ʁ.ɔʏ.nˀ	ɡ ʁ ɔʏ nˀ	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ʁ ɔʏ nˀ - -
381	Dutch	green	χ.ʁ.u.n	χ ʁ u n	33	ɡroːniz	ɡroːniz	ɡʁœːn	χ - ʁ u n - -
382	English	green	ɡ.ɹ.ɪi.n	ɡ ɹ ɪi n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ɹ ɪi n - -
383	Faroese	green	ɡ.ɾ.øː.n.ʌ.ɹ	ɡ ɾ øː n ʌ ɹ	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ɾ øː n ʌ ɹ
384	German	green	ɡ.ʁ.yː.n	ɡ ʁ yː n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ʁ yː n - -
385	Icelandic	green	ɡ.r.a.n̥	ɡ r a n̥	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - r a n̥ - -
386	Norwegian_Stavanger	green	ɡ.ʁ.œ.n	ɡ ʁ œ n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ʁ œ n - -
387	Scottish	green	ɡ.ɹ.i.n	ɡ ɹ i n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ɹ i n - -
388	Swedish_Skane	green	ɡ.ʁ.œː.n	ɡ ʁ œː n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ʁ œː n - -
389	Swedish_Stockholm	green	ɡ.ə.r.œː.n	ɡ ə r œː n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ ə r œː n - -
390	West_Frisian_Grou	green	ɡ.ɾ.iə.n	ɡ ɾ iə n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ɾ iə n - -
391	Yiddish_New_York	green	ɡ.ɾ.i.n	ɡ ɾ i n	33	ɡroːniz	ɡroːniz	ɡʁœːn	ɡ - ɾ i n - -
#
49	Danish	hand	h.ʊ.nˀ	h ʊ nˀ	5	xanduz	xand	hant	h ʊ nˀ -
50	Dutch	hand	h.ɑ.n.t	h ɑ n t	5	xanduz	xand	hant	h ɑ n t
51	English	hand	h.æ.n.d	h æ n d	5	xanduz	xand	hant	h æ n d
52	Faroese	hand	h.ɔ.n.t	h ɔ n t	5	xanduz	xand	hant	h ɔ n t
53	German	hand	h.a.n.t	h a n t	5	xanduz	xand	hant	h a n t
54	Icelandic	hand	h.œ.n.t	h œ n t	5	xanduz	xand	hant	h œ n t
55	Norwegian_Stavanger	hand	h.ɔ.n	h ɔ n	5	xanduz	xand	hant	h ɔ n -
56	Scottish	hand	h.a.n.d	h a n d	5	xanduz	xand	hant	h a n d
57	Swedish_Skane	hand	h.œʊ.n	h œʊ n	5	xanduz	xand	hant	h œʊ n -
58	Swedish_Stockholm	hand	h.ɑ.n.d	h ɑ n d	5	xanduz	xand	hant	h ɑ n d
59	Yiddish_New_York	hand	h.a.n.t	h a n t	5	xanduz	xand	hant	h a n t
#
1261	Dutch	head	h.ɒʊ.f.t	h ɒʊ f t	109	xaubadan	xaubad	hɛt	h ɒʊ f - t -
1262	English	head	h.ɛ.d	h ɛ d	109	xaubadan	xaubad	hɛt	h ɛ - - d -
1263	Faroese	head	h.œ.t	h œ t	109	xaubadan	xaubad	hɛt	h œ - - t -
1264	German	head	h.aʊ.p.t	h aʊ p t	109	xaubadan	xaubad	hɛt	h aʊ p - t -
1265	Icelandic	head	h.øː.v.ə.θ	h øː v ə θ	109	xaubadan	xaubad	hɛt	h øː v ə θ -
1266	Norwegian_Stavanger	head	h.oː.d.ə	h oː d ə	109	xaubadan	xaubad	hɛt	h oː - - d ə
1267	Scottish	head	h.ɛ.d	h ɛ d	109	xaubadan	xaubad	hɛt	h ɛ - - d -
1268	Swedish_Skane	head	h.øʊə	h øʊə	109	xaubadan	xaubad	hɛt	h øʊə - - - -
1269	Swedish_Stockholm	head	h.ʉː.v.ʉ.d	h ʉː v ʉ d	109	xaubadan	xaubad	hɛt	h ʉː v ʉ d -
1270	West_Frisian_Grou	head	h.aː.t	h aː t	109	xaubadan	xaubad	hɛt	h aː - - t -
1271	Yiddish_New_York	head	h.aɪ.p.t	h aɪ p t	109	xaubadan	xaubad	hɛt	h aɪ p - t -
#
1109	Danish	hear!	h.øɔˀ	h øɔˀ	96	xauziː	xauziː	hœːɹ	h øɔˀ - -
1110	Dutch	hear!	h.o.ɹ	h o ɹ	96	xauziː	xauziː	hœːɹ	h o ɹ -
1111	English	hear!	h.ɪə	h ɪə	96	xauziː	xauziː	hœːɹ	h ɪə - -
1112	Faroese	hear!	h.ɔɪ.ɹ	h ɔɪ ɹ	96	xauziː	xauziː	hœːɹ	h ɔɪ ɹ -
1113	German	hear!	h.œː.ʁ	h œː ʁ	96	xauziː	xauziː	hœːɹ	h œː ʁ -
1114	Icelandic	hear!	h.ɛɪ.r.a	h ɛɪ r a	96	xauziː	xauziː	hœːɹ	h ɛɪ r a
1115	Norwegian_Stavanger	hear!	h.øː.χ	h øː χ	96	xauziː	xauziː	hœːɹ	h øː χ -
1116	Scottish	hear!	h.iə.ɹ	h iə ɹ	96	xauziː	xauziː	hœːɹ	h iə ɹ -
1117	Swedish_Skane	hear!	h.œː.ʁ	h œː ʁ	96	xauziː	xauziː	hœːɹ	h œː ʁ -
1118	Swedish_Stockholm	hear!	h.ɔː.r	h ɔː r	96	xauziː	xauziː	hœːɹ	h ɔː r -
1119	Yiddish_New_York	hear!	h.ɛ.ɾ	h ɛ ɾ	96	xauziː	xauziː	hœːɹ	h ɛ ɾ -
#
1132	Danish	heart	j.ɛə.d.ə	j ɛə d ə	98	xertoːn	xert	hat	j ɛə - d ə
1133	Dutch	heart	h.a.ɹ.t	h a ɹ t	98	xertoːn	xert	hat	h a ɹ t -
1134	English	heart	h.ɑː.tʰ	h ɑː tʰ	98	xertoːn	xert	hat	h ɑː - tʰ -
1135	Faroese	heart	j.a.ɹː.t.a	j a ɹː t a	98	xertoːn	xert	hat	j a ɹː t a
1136	German	heart	h.ɛɐ.ʦ	h ɛɐ ʦ	98	xertoːn	xert	hat	h ɛɐ - ʦ -
1137	Icelandic	heart	hʲ.a.s.t.a	hʲ a s t a	98	xertoːn	xert	hat	hʲ a s t a
1138	Norwegian_Stavanger	heart	j.ɛ.χː.t.ə	j ɛ χː t ə	98	xertoːn	xert	hat	j ɛ χː t ə
1139	Scottish	heart	h.ɒ.ɹ.tʰ	h ɒ ɹ tʰ	98	xertoːn	xert	hat	h ɒ ɹ tʰ -
1140	Swedish_Skane	heart	j.a.χ.t.ɐ	j a χ t ɐ	98	xertoːn	xert	hat	j a χ t ɐ
1141	Swedish_Stockholm	heart	j.a.tː.a	j a tː a	98	xertoːn	xert	hat	j a - tː a
1142	West_Frisian_Grou	heart	h.ɛ.t	h ɛ t	98	xertoːn	xert	hat	h ɛ - t -
1143	Yiddish_New_York	heart	h.a.r.ʦ	h a r ʦ	98	xertoːn	xert	hat	h a r ʦ -
#
344	Danish	holy	h.ɛ.l.i	h ɛ l i	30	xailaɡaz	xailaɡ	hɛlɪ	h ɛ l i - - -
345	Dutch	holy	h.ɛɪ.l.ʌ.χ	h ɛɪ l ʌ χ	30	xailaɡaz	xailaɡ	hɛlɪ	h ɛɪ l ʌ χ - -
346	English	holy	h.əʊ.l.ɪ	h əʊ l ɪ	30	xailaɡaz	xailaɡ	hɛlɪ	h əʊ l ɪ - - -
347	Faroese	holy	h.æi.l.a.v.ʌ.ɹ	h æi l a v ʌ ɹ	30	xailaɡaz	xailaɡ	hɛlɪ	h æi l a v ʌ ɹ
348	German	holy	h.aɪ.l.ɪ.ç	h aɪ l ɪ ç	30	xailaɡaz	xailaɡ	hɛlɪ	h aɪ l ɪ ç - -
349	Icelandic	holy	h.ɛ.l.k	h ɛ l k	30	xailaɡaz	xailaɡ	hɛlɪ	h ɛ l - k - -
350	Norwegian_Stavanger	holy	h.ɛ.lː.i	h ɛ lː i	30	xailaɡaz	xailaɡ	hɛlɪ	h ɛ lː i - - -
351	Scottish	holy	h.o.ɫ.i	h o ɫ i	30	xailaɡaz	xailaɡ	hɛlɪ	h o ɫ i - - -
352	Swedish_Skane	holy	h.eə.l.ɪ	h eə l ɪ	30	xailaɡaz	xailaɡ	hɛlɪ	h eə l ɪ - - -
353	Swedish_Stockholm	holy	h.ɪɐ.l.ɪ.ɡ	h ɪɐ l ɪ ɡ	30	xailaɡaz	xailaɡ	hɛlɪ	h ɪɐ l ɪ ɡ - -
354	West_Frisian_Grou	holy	h.ɪ.ɫ.ə.χ	h ɪ ɫ ə χ	30	xailaɡaz	xailaɡ	hɛlɪ	h ɪ ɫ ə χ - -
355	Yiddish_New_York	holy	h.ɛɪ.l.ɪ.ɡ	h ɛɪ l ɪ ɡ	30	xailaɡaz	xailaɡ	hɛlɪ	h ɛɪ l ɪ ɡ - -
#
601	Danish	home	j.ɪ.mˀ	j ɪ mˀ	52	xaimaz	xaim	hɛɪm	j ɪ mˀ - -
602	Dutch	home	h.ɛɪ.m	h ɛɪ m	52	xaimaz	xaim	hɛɪm	h ɛɪ m - -
603	English	home	h.əʊ.m	h əʊ m	52	xaimaz	xaim	hɛɪm	h əʊ m - -
604	Faroese	home	h.aɪ.m	h aɪ m	52	xaimaz	xaim	hɛɪm	h aɪ m - -
605	German	home	h.aɪ.m	h aɪ m	52	xaimaz	xaim	hɛɪm	h aɪ m - -
606	Icelandic	home	h.ɛɪ.m	h ɛɪ m	52	xaimaz	xaim	hɛɪm	h ɛɪ m - -
607	Norwegian_Stavanger	home	j.ɛ.m	j ɛ m	52	xaimaz	xaim	hɛɪm	j ɛ m - -
608	Scottish	home	h.o.m	h o m	52	xaimaz	xaim	hɛɪm	h o m - -
609	Swedish_Skane	home	h.e.m	h e m	52	xaimaz	xaim	hɛɪm	h e m - -
610	Swedish_Stockholm	home	h.ɛə.m	h ɛə m	52	xaimaz	xaim	hɛɪm	h ɛə m - -
611	West_Frisian_Grou	home	h.iə.m	h iə m	52	xaimaz	xaim	hɛɪm	h iə m - -
612	Yiddish_New_York	home	h.ɛɪ.m	h ɛɪ m	52	xaimaz	xaim	hɛɪm	h ɛɪ m - -
#
